AGL6	AGAMOUS-like 13 (AGL13);AGAMOUS-like 6 (AGL6);SEPALLATA 2 (SEP2);SEPALLATA3 (SEP3)	OsMADS17, MADS17, NMADS3, RMADS213, nmads3;OsMADS1, LHS, lhs1, lhs, lhs2, op, nsr, MADS1, LHS1/OsMADS1, Lhs1, AFO, OsLHS1, OsLG3b, LG3b, qLGY3, LGY3, DLN80, OsDLN80, OLR, OsOLR, GW3p6, OsGW3p6, OsMADS1GW3p6, MADS1GW3p6, qLGY3/OsLG3b/GW3p6;OsMADS24, MADS8, OsMADS8, OsMADS8/24;OsMADS6, MADS6, OsMFO1;OsMADS7, OsMADS45, FDRMADS1, RMADS216, AGL6, M79, MADS45, Os MADS7, Os MADS45, OsMADS7/45
LOC101760352		OsZOS9-06
LOC101760353		OsZOS2-10, OsC2H2, C2H2;OsZOS4-06
LOC101760376		
LOC101760392		OsDEFL6
LOC101760398		
LOC101760430		OsRP1L1, RP1L1, OsBBR1, rNBS33;Pi64
LOC101760432		
LOC101760443		OsVQ15;OsVQ8
LOC101760507		OsNHL70
LOC101760519		
LOC101760525		OsLTT1
LOC101760537		OsSAUR38, OsSAURq9, SAURq9
LOC101760540		OsHIPP7, OsaHIP07, HIP07
LOC101760541		OsTT3.2
LOC101760544		
LOC101760546		OsLCT1
LOC101760554		
LOC101760562		
LOC101760598		
LOC101760607		OsMAB
LOC101760608		OsTP1, S1TP, OgTPR1, S1TPR
LOC101760616		
LOC101760618		
LOC101760623		OsHIPP17, OsaHIP17, HIP17
LOC101760639		
LOC101760655		
LOC101760660		
LOC101760682		
LOC101760712		
LOC101760742		OsRING256;OsRING259
LOC101760761		OsFbox482, Os_F0167, OsFBX323, FBX323;OsFbox492, Os_F0175, OsFBX331, FBX331;OsFbox499, Os_F0020, OsFBX338, FBX338
LOC101760762		OsZPR2, SM1, OsSM1
LOC101760771		OsFbox250, Os_F0011, OsFBX161, FBX161;OsFbox375, Os_F0062, OsFBX237, FBX237;OsFbox376, Os_F0063, OsFBX238, FBX238;OsFBX239
LOC101760779		
LOC101760782		OsbZIP80, OsZIP-2a
LOC101760792		
LOC101760804		
LOC101760806		OsZOS12-08;OsZOS3-14;OsZOS7-10
LOC101760811		OsFbox345, Os_F0495, OsFBX217, FBX217
LOC101760822		OsNACIP6
LOC101760847		
LOC101760863		
LOC101760879		
LOC101760882		
LOC101760884		OsJAZ8, JAZ8, OsJAZ 4, OsJAZ4, JAZ4, OsTIFY6b, OsJAZ4-2, JAZ4-2. OsJAZ3, JAZ3;OsJAZ9, OsJAZ 3, OsJAZ3, JAZ9, JAZ3, OsTIFY6a;OsTRXh3, TRXH3, OsTrx26, Trx26, antiSTR1, OsTDX, TDX
LOC101760906		OsFbox332, Os_F0267, OsFBX209, FBX209;OsFbox333, Os_F0159, OsFBL33, FBL33;OsFbox336, Os_F0293, OsFBX212, FBX212
LOC101760907		
LOC101760916		UNP2
LOC101760918		OsFbox406, Os_F0075, OsFBL40, FBL40;OsFbox508, Os_F0127, OsFBX344, FBX344;OsFbox510, Os_F0210, OsFBX346, FBX346;OsFbox515, Os_F0086, OsFBX351, FBX351
LOC101760926		ONAC142
LOC101760935		OsRH1
LOC101760938		
LOC101760945		OsEnS-49
LOC101760952		
LOC101760966		
LOC101760967		
LOC101760972		
LOC101760973		OsBrdST3, BrdST3
LOC101760985		OsNHL13
LOC101760991		OsRhoGAP9, OsRhoGAP9;PTR
LOC101760992		OsDi19-5;OsDi19-6
LOC101761011		
LOC101761032		OsHMGB706;OsHMGB707
LOC101761040		
LOC101761044		OsEPF1, EPF1
LOC101761065		
LOC101761069		OsFbox470, Os_F0504, OsFBX311, FBX311;OsFbox471, Os_F0538, OsFBX312, FBX312;OsFbox472, Fbox472, Os_F0599, OsFBX313, FBX313, OsFBX313, FBX313;OsFbox473, Os_F0455, OsFBX314, FBX314;OsFbox481, Os_F0362, FBX322, OsFBX322, OsFBX322, FBX322
LOC101761086		
LOC101761097		OsVQ11
LOC101761101		
LOC101761109		OsWED
LOC101761129		Os_F0610;OsFbox080, OsFbox80, Fbox80, Os_F0533, F0533, OsFBX44, FBX44;OsFbox081, OsFbox81, Os_F0375, OsFBX45, FBX45;OsFbox082, OsFbox82, Os_F0509, OsFBX46, FBX46
LOC101761131		
LOC101761136		OsINP1
LOC101761157		
LOC101761162		
LOC101761164		
LOC101761193		OsZOS11-10;OsZOS3-09;OsZOS5-02
LOC101761204		OsSTA108
LOC101761208		OsOFP22, OsOFP05, OFP05;OsOFP25, OsOFP23, OFP23
LOC101761236		
LOC101761283		
LOC101761301		
LOC101761306		OsVQ26;OsVQ28
LOC101761309		Os_F0247, OsFBO6, FBO6
LOC101761322		OsTDC, TDC
LOC101761326		Osctp-1
LOC101761329		
LOC101761341		OsZOS11-09
LOC101761362		OsDHHC8, OsDHHC08, DHHC08
LOC101761393		OsHAC703, OsKIX_2, OsHAC1
LOC101761402		
LOC101761405		
LOC101761457		OsFbox198, Os_F0644, OsFBDUF20, FBDUF20;OsFbox200, Os_F0645, OsFBDUF21, FBDUF21;OsFbox622, Os_F0499, OsFBDUF60, FBDUF60
LOC101761484		OsEXO70FX2, OsExo70FX2, OrysaFX2_Exo70;OsEXO70FX3, OsExo70FX3, OrysaFX3_Exo70;OsEXO70FX4, OsExo70FX4, OrysaFX4_Exo70, OsEXO70J1, EXO70J1;OsEXO70X6, OsExo70X6, OrysaX6_Exo70;OsEXO70X7, OsExo70X7, OrysaX7_Exo70
LOC101761511		
LOC101761542		
LOC101761565		
LOC101761599		OsFbox157, Os_F0188, OsFBX97, FBX97;OsFbox557, Fbox557, Os_F0256, OsFBX389, FBX389;OsFbox676, Os_F0269, OsFBX463, FBX463
LOC101761616		
LOC101761624		
LOC101761637		OsFBD4;OsFbox022, OsFbox22, Os_F0366, OsFBD2, FBD2;OsRALyase1, RALyase1, OsFBX17, FBX17;OsRALyase, OsFbox090, OsFbox90, Os_F0337, OsFBO11, FBO11
LOC101761693		Os_F0780, OsFBX9, OsFBX9, FBX9;OsRING446
LOC101761695		OsMBD704;OsMBD705
LOC101761729		
LOC101761771		
LOC101761804		OsFbox189, Os_F0133, OsFBX125, FBX125, OsBRT1;OsFbox190, Os_F0204, OsFBD9, FBD9;OsFbox191, Os_F0109, OsFBD10, FBD10;OsRALyase, OsFbox090, OsFbox90, Os_F0337, OsFBO11, FBO11
LOC101761808		
LOC101761818		
LOC101761820		
LOC101761828		
LOC101761836		
LOC101761839		
LOC101761845		OsTHION17;OsTHION42;OsTHION43
LOC101761868		
LOC101761874		
LOC101761882		
LOC101761910		
LOC101761919		
LOC101761924		Os_F0746;OsFbox244, Os_F0497, OsFBDUF23, FBDUF23
LOC101761935		OsRING259
LOC101761939		
LOC101761956		OsRBBI2-4;RBBI2-1, OsBBTI2, BBTI2;RBBI2-3;RBBI3-3, OsBBPI, BBPI, IBP1.2, OsIBP1.2, OsBBTI5, BBTI5
LOC101761960		
LOC101761967		OsZOS3-10;OsZOS7-11
LOC101761973		Bph33, Bph30;Bph40, OsBPH40
LOC101761994		OsC3H36, OsC3H39, C3H39
LOC101761995		OsWRKY114;OsWRKY52
LOC101761996		
LOC101762005		OsFbox375, Os_F0062, OsFBX237, FBX237;OsFbox376, Os_F0063, OsFBX238, FBX238;OsFBX239
LOC101762020		
LOC101762027		OsAP19;OsSTA120
LOC101762028		
LOC101762050		OsFbox025, OsFbox25, Os_F0325, OsFBD5, FBD5;OsFbox190, Os_F0204, OsFBD9, FBD9;OsFbox191, Os_F0109, OsFBD10, FBD10;OsRALyase, OsFbox090, OsFbox90, Os_F0337, OsFBO11, FBO11
LOC101762079		qHMS7 ORF1;qHMS7 ORF3, S23-ORF3
LOC101762090		OsFbox459, Os_F0074, OsFBX299, FBX299;OsFbox461, Os_F0025, OsFBX301, FBX301;OsFbox462, Os_F0019, OsFBX302, FBX302;OsFbox651, Os_F0018, OsFBA4, FBA4;OsFBX484, FBX484
LOC101762106		
LOC101762160		OsGH5BG
LOC101762165		
LOC101762178		
LOC101762180		
LOC101762181		
LOC101762182		OsHyPRP15, HyP/GRP15, OsHyPRP36, HyPRP36;OsHyPRP26, HyPRP26
LOC101762187		OsFLZ1;OsFLZ11;OsFLZ17
LOC101762196		
LOC101762200		
LOC101762204		
LOC101762225		
LOC101762234		
LOC101762265		OsTHION17;OsTHION42;OsTHION43
LOC101762270		
LOC101762291		OsZOS10-02
LOC101762292		OsCDKF;2
LOC101762298		
LOC101762307		
LOC101762312		
LOC101762315		
LOC101762337		
LOC101762343		OsRFPH2-6, OsRING47, RING47, OsC3HC4_046, C3HC4_046;OsRING324;OsRING46, RING46
LOC101762345		
LOC101762347		
LOC101762365		OsFbox211, Os_F0331, OsFBX135, FBX135;OsFbox213, Os_F0422, OsFBX136, FBX136
LOC101762374		OsRBBI2-4;RBBI2-1, OsBBTI2, BBTI2;RBBI2-3;RBBI3-3, OsBBPI, BBPI, IBP1.2, OsIBP1.2, OsBBTI5, BBTI5
LOC101762377		OsSTA127, STA127
LOC101762379		
LOC101762381		
LOC101762393		OsZOS2-13;OsZOS4-09
LOC101762398		
LOC101762400		
LOC101762424		OsPMEI49
LOC101762429		ONAC143;ONAC144;ONAC145
LOC101762433		
LOC101762448		
LOC101762472		
LOC101762481		
LOC101762489		
LOC101762517		
LOC101762520		
LOC101762535		
LOC101762559		
LOC101762566		
LOC101762567		OsRING140;OsRING141
LOC101762573		
LOC101762574		
LOC101762603		
LOC101762622		
LOC101762642		OsRFPH2-6, OsRING47, RING47, OsC3HC4_046, C3HC4_046;OsRING46, RING46
LOC101762650		OsFbox332, Os_F0267, OsFBX209, FBX209;OsFbox333, Os_F0159, OsFBL33, FBL33;OsFbox435, Os_F0317, OsFBO20, FBO20;OsFBX210;OsFBX234, OsFbox369, Os_F0191, OsFBX234, FBX234
LOC101762656		
LOC101762664		OsTHION17;OsTHION42;OsTHION43
LOC101762666		OsWRKY104, CRPG32, OsCRPG32;OsWRKY40;OsWRKY64;OsWRKY82
LOC101762674		
LOC101762693		OsGAPLESS1;OsGAPLESS2;OsGAPLESS3
LOC101762713		OsMB24, MB24, OsMBTB43, MBTB43;OsMB38, MB38, DLN236, OsDLN236, OsMBTB55, MBTB55;OsMB44, MB44, DLN237, OsDLN237, OsMBTB60, MBTB60;OsMB45, MB45, OsMBTB58, MBTB58;OsMB48, MB48
LOC101762725		
LOC101762729		
LOC101762732		OsAM3, OsLysMe2, LysMe2
LOC101762739		Os_F0640;Os_F0653, OsFBDUF5, FBDUF5;Os_F0712;Os_F0770
LOC101762766		OsFbox210, OsFBX134, FBX134;OsFbox211, Os_F0331, OsFBX135, FBX135;OsFbox212, Os_F0238, OsFBL17, FBL17;OsFbox213, Os_F0422, OsFBX136, FBX136;OsFbox214, Os_F0430, OsFBX137, FBX137;OsFBX122
LOC101762769		
LOC101762770		OsHIPP1, OsaHIP01, HIP01;OsHIPP2, OsaHIP02, HIP02;OsHIPP4, OsaHIP04, HIP04;pi21, rMg40, OsHMP26, HMP26, OsHIPP5, HIPP5, OsaHIP05, HIP05
LOC101762774		OsTP1, S1TP, OgTPR1, S1TPR
LOC101762775		
LOC101762785		
LOC101762787		
LOC101762794		
LOC101762811		OsWRKY114;OsWRKY52
LOC101762812		
LOC101762821		OsPMEI48
LOC101762828		
LOC101762849		
LOC101762862		Os2R_MYB1, MYB2-1, OsMYB2-1
LOC101762863		
LOC101762882		OsTDC, TDC
LOC101762886		OsMADS91
LOC101762912		
LOC101762922		
LOC101762937		UNP2
LOC101762939		
LOC101762957		OsRING406
LOC101762958		
LOC101762961		
LOC101762967		OsIPD3, Osipd3, CYCLOPS, IPD3/CYCLOPS, OsCYCLOPS
LOC101762980		
LOC101762981		
LOC101762990		
LOC101762993		
LOC101763013		
LOC101763015		
LOC101763026		SIP16
LOC101763053		OsRING293
LOC101763061		
LOC101763065		
LOC101763072		OsOFP20, OsOFP31, OFP31;OsOFP26, OsOFP29, OFP29
LOC101763077		OsTHION17;OsTHION42;OsTHION43
LOC101763078		OsFbox211, Os_F0331, OsFBX135, FBX135;OsFbox212, Os_F0238, OsFBL17, FBL17;OsFbox213, Os_F0422, OsFBX136, FBX136;OsFbox214, Os_F0430, OsFBX137, FBX137;OsFBX122
LOC101763089		OsHyPRP22, HyPRP22;OsHyPRP24, HyPRP24;OsHyPRP3, HyPRP3;OsLLA4, LLA4, OsHyPRP20, HyPRP20;OsLLA5, LLA5, OsHyPRP21, HyPRP21
LOC101763093		
LOC101763095		
LOC101763141		OsPMEI6
LOC101763157		
LOC101763160		
LOC101763173		
LOC101763177		
LOC101763178		
LOC101763182		
LOC101763184		
LOC101763192		OsEnS-148
LOC101763219		OsWRKY104, CRPG32, OsCRPG32;OsWRKY40;OsWRKY64;OsWRKY82
LOC101763220		
LOC101763222		
LOC101763224		Os_F0247, OsFBO6, FBO6;OsFbox170, Os_F0296, OsFBDUF17, FBDUF17;OsFbox613, Os_F0243, OsFBDUF52, FBDUF52;OsFbox614, Os_F0381, OsFBDUF53, FBDUF53;OsFbox616, Os_F0314, OsFBDUF54, FBDUF54
LOC101763230		OsRFPH2-18, OsRING175, RING175
LOC101763232		OsPMEI49
LOC101763280		OsbHLH169, bHLH169
LOC101763282		OsLEA22, RAB25, OsRab16, Rab16, OsABA45, ABA45
LOC101763345		UNP2
LOC101763382		OsCCT03, CCT03, OsCCT3, CCT3, OsCMF3;OsCCT25, OsCMF7, CMF7
LOC101763432		Ptr, OsPtr, Ptr(t)
LOC101763439		OsREM0.1
LOC101763448		OsINH3
LOC101763451		
LOC101763454		OsSTP17
LOC101763463		
LOC101763475		OsOFP10, OsOFP14, OFP14;OsOFP18, OsOFP28, OFP28;OsOFP19, OsOFP30;OsOFP5, OsOFP07, OFP07
LOC101763480		OsTHION17;OsTHION42;OsTHION43
LOC101763490		
LOC101763492		
LOC101763502		
LOC101763526		
LOC101763533		
LOC101763583		
LOC101763590		DEFL12, OsDEFL12, OsDf-12, Df-12, OsCAL2, DEF12, OsDEF12;OsCAL1, OsCAL1/OsAFP1, OsCPT1, CPT1, DEFL7, OsDEFL7, OsDf-07, Df-07, OsPR12, PR12, DEF7, OsDEF7, OsAFP1, AFP1, OsPDF2.2, PDF2.2
LOC101763597		
LOC101763618		
LOC101763627		OsWRKY114;OsWRKY46, WRKY91, OsWRKY91;OsWRKY52;OsWRKY97
LOC101763631		Os_F0247, OsFBO6, FBO6;OsFbox170, Os_F0296, OsFBDUF17, FBDUF17;OsFbox613, Os_F0243, OsFBDUF52, FBDUF52;OsFbox614, Os_F0381, OsFBDUF53, FBDUF53;OsFbox616, Os_F0314, OsFBDUF54, FBDUF54
LOC101763662		OsbZIP60, bZIP50, OsbZIP50, OsbZIP74, bZIP74, OsbZIP50-S
LOC101763663		OsVQ23
LOC101763682		
LOC101763707		OsDUF247
LOC101763733		
LOC101763747		UNP2
LOC101763756		
LOC101763762		OsKAS;OsTRXh2, Os2, OsTrxh2
LOC101763788		
LOC101763804		
LOC101763805		Os_F0708;Os_F0710;Os_F0758;OsFbox283, Os_F0368, OsFBL26, FBL26
LOC101763819		
LOC101763820		qHMS7 ORF1;qHMS7 ORF3, S23-ORF3
LOC101763830		
LOC101763834		
LOC101763853		OsLTPd3, OsLtpIV.3;OsLTPd4, OsLtpIV.4
LOC101763859		
LOC101763871		OsRING257;OsRING267
LOC101763880		
LOC101763916		
LOC101763921		
LOC101763940		
LOC101763969		
LOC101763991		DEFL12, OsDEFL12, OsDf-12, Df-12, OsCAL2, DEF12, OsDEF12;OsCAL1, OsCAL1/OsAFP1, OsCPT1, CPT1, DEFL7, OsDEFL7, OsDf-07, Df-07, OsPR12, PR12, DEF7, OsDEF7, OsAFP1, AFP1, OsPDF2.2, PDF2.2
LOC101764001		OsPSK3, GREP2, OMT9, OsPSK5, PSK5
LOC101764002		
LOC101764004		OsFbox332, Os_F0267, OsFBX209, FBX209;OsFbox333, Os_F0159, OsFBL33, FBL33;OsFbox435, Os_F0317, OsFBO20, FBO20;OsFBX210;OsFBX234, OsFbox369, Os_F0191, OsFBX234, FBX234
LOC101764009		
LOC101764024		OsO3L4;OsO3L5
LOC101764079		
LOC101764091		
LOC101764102		
LOC101764124		OsDEP1, EP, qPE9-1, DN1, DEP1/DN1/qPE9-1, qNGR9, qDEP1, RGG4/DEP1/DN1/qPE9-1/OsGGC3, RGG4, OsDN1, OsGGC3, GGC3
LOC101764128		OsFbox387, Os_F0534, OsFBX250, FBX250;OsFbox388, Os_F0605, OsFBX251, FBX251;OsFbox389, Os_F0673, OsFBX252, FBX252;OsFbox393, Os_F0462, OsFBX254, FBX254
LOC101764182		OsPitpalpha, Pitpalpha
LOC101764195		
LOC101764212		OsDIR6, OsjDIR6;OsDIR7, OsjDIR7
LOC101764225		
LOC101764230		
LOC101764240		OsMB13, MB13;OsMB16, MB16, OsMBTB21, MBTB21;OsMB19, MB19, OsMBTB20, MBTB20
LOC101764249		OsLTPd3, OsLtpIV.3;OsLTPd4, OsLtpIV.4
LOC101764256		OsHIPP4, OsaHIP04, HIP04;pi21, rMg40, OsHMP26, HMP26, OsHIPP5, HIPP5, OsaHIP05, HIP05
LOC101764260		
LOC101764269		OsPR5, PR5
LOC101764287		OsTHION17;OsTHION42;OsTHION43
LOC101764289		
LOC101764320		
LOC101764348		OsZOS9-10;OsZOS9-11
LOC101764349		
LOC101764363		OsbHLH157, bHLH157;OsbHLH158. bHLH158
LOC101764365		
LOC101764377		
LOC101764391		
LOC101764412		OsPSK3, GREP2, OMT9, OsPSK5, PSK5
LOC101764415		OsFbox253, Os_F0052, OsFBX164, FBX164;OsFbox375, Os_F0062, OsFBX237, FBX237;OsFbox376, Os_F0063, OsFBX238, FBX238;OsFBX239
LOC101764416		OsUGT74J13;OsUGT74J2;OsUGT74J3;UDP-GT, Os79, OsUGT74J5
LOC101764448		
LOC101764462		
LOC101764469		
LOC101764493		
LOC101764501		OsTDC, TDC
LOC101764506		OsFbox270, Os_F0454, OsFBX171, FBX171;OsFbox274, Os_F0450, OsFBX172, FBX172;OsFbox275, Os_F0483, OsFBX173, FBX173;OsFbox276, Os_F0412, OsFBX174, FBX174;OsFbox277, Os_F0150, OsFBX175, FBX175
LOC101764507		Os_F0199, OsFBX478, FBX478;OsFbox420, Os_F0206, OsFBX271, FBX271;OsFbox421, Os_F0249, OsFBX272, FBX272;OsFbox422, Os_F0246, OsFBX273, FBX273;OsFbox425, Os_F0168, OsFBX275, FBX275
LOC101764522		OsJAZ 2, OsJAZ2, JAZ2, OsTIFY5, OsSTA188, OsJAZ5, JAZ5
LOC101764524		OsPMEI15
LOC101764526		Bph33, Bph30;Bph40, OsBPH40
LOC101764536		OsFbox330, Os_F0521, OsFBD13, FBD13;OsFbox331, Os_F0273, OsFBL32, FBL32;OsFbox385, Os_F0148, OsFBX248, FBX248;OsFbox386, Os_F0523, OsFBX249, FBX249
LOC101764560		
LOC101764564		OsjRIP11.2, nuRIP, OsnuRIP
LOC101764571		
LOC101764575		
LOC101764576		
LOC101764577		
LOC101764584		
LOC101764593		
LOC101764610		OsRBG1, MAPKKK67, OsMAPKKK67
LOC101764611		
LOC101764614		OsUSP1
LOC101764651		OsFbox029, OsFbox29, Os_F0384, OsFBX482, FBX482;OsFbox088, OsFbox88, Os_F0475, OsFBX49, FBX49;OsFbox443, Os_F0084, OsSTA212, OsFBX290, FBX290
LOC101764659		OsLTPd3, OsLtpIV.3;OsLTPd4, OsLtpIV.4
LOC101764668		OsSG1, Sg1;SGL1
LOC101764669		OsHIPP12, OsaHIP12, HIP12;OsHIPP13, OsaHIP13, HIP13;OsHIPP14, OsaHIP14, HIP14
LOC101764678		
LOC101764691		OsTHION17;OsTHION42;OsTHION43
LOC101764694		
LOC101764707		
LOC101764708		
LOC101764739		OsNBL3
LOC101764759		OsTAA1, TAA1, OsTAA1;4, TAA1;4, OsTARL1, OsTAA1;3, TAA1;3;OsTARL2
LOC101764765		OsRING236
LOC101764771		OsSTA6
LOC101764776		OsFLZ5
LOC101764783		
LOC101764784		OsRING265
LOC101764807		
LOC101764809		
LOC101764812		
LOC101764820		OsPMEI30;OsPMEI37;OsPMEI38;OsPMEI45
LOC101764828		OsBAG5
LOC101764832		
LOC101764861		
LOC101764877		
LOC101764915		
LOC101764917		Cen8.t00960
LOC101764925		
LOC101764931		
LOC101764934		
LOC101764937		Bph33, Bph30;Bph40, OsBPH40;Bph6, OsBPH6
LOC101764948		sdh3, SDH3
LOC101764952		
LOC101764957		OsFbox347, Fbox347, Os_F0072, F0072, OsFBX220, FBX220;OsFbox348, Os_F0035, OsFBX221, FBX221;OsFbox357, Os_F0033, OsFBX230, FBX230
LOC101764971		Os_F0627, OsFBX491, FBX491;OsFbox067, OsFbox67, Os_F0477, OsFBX38, FBX38;OsFbox292, Os_F0618, OsFBDUF30, FBDUF30;OsFbox444, Os_F0648, OsFBX291, FBX291
LOC101764985		
LOC101764987		
LOC101764994		
LOC101765009		OsRFP, OsDLN198, OsPHD30, PHD30, OsRING82, RING82;OsRFP, OsHIRP1, DLN82, OsDLN82, OsPHD14, PHD14, OsRING365, RING365
LOC101765040		Cga1, OsCga1, OsCGA1, OsGATA11, GATA11;OsGATA16, OsGNC, GNC
LOC101765069		
LOC101765079		OsLTPd3, OsLtpIV.3;OsLTPd4, OsLtpIV.4
LOC101765084		
LOC101765087		BIP119
LOC101765088		OsHIPP19, OsaHIP19, HIP19;OsHIPP20, OsaHIP20, HIP20
LOC101765096		
LOC101765097		
LOC101765101		OsLTPG11, OsLTPg11
LOC101765106		Oschib1, chib1, PR-8, PR8, OsPR8, OsPR8b, PR8b;Oschib2;RCB4
LOC101765117		OsUBP14-1
LOC101765120		OsFbox177, Os_F0120, OsFBDUF19, FBDUF19
LOC101765128		
LOC101765131		
LOC101765149		
LOC101765169		
LOC101765185		
LOC101765198		
LOC101765213		
LOC101765267		
LOC101765270		
LOC101765273		
LOC101765276		
LOC101765309		OsFbox423, Os_F0386, OsFBX274, FBX274;OsFbox425, Os_F0168, OsFBX275, FBX275;OsFbox426, Os_F0184, OsFBX276, FBX276;OsFbox427, Os_F0221, OsFBX277, FBX277
LOC101765323		OsZOS8-01
LOC101765327		
LOC101765365		OsDegp11, DEGP11, OsDeg-like 2
LOC101765380		
LOC101765390		
LOC101765425		
LOC101765439		
LOC101765442		
LOC101765448		
LOC101765449		
LOC101765457		
LOC101765468		OsFbox582, Os_F0511, OsFBX407, FBX407;OsFbox584, Os_F0231, OsFBX409, FBX409;OsFbox585, Os_F0294, OsFBX410, FBX410;OsFbox586, Os_F0088, Fbox-13, OsFBX411, FBX411
LOC101765471		OsEnS-101
LOC101765475		
LOC101765481		OsHIPP19, OsaHIP19, HIP19;OsHIPP20, OsaHIP20, HIP20
LOC101765483		
LOC101765489		
LOC101765501		OsFbox385, Os_F0148, OsFBX248, FBX248
LOC101765505		BIP130
LOC101765519		OsPMEI48, PMEI48, OsPMEI43
LOC101765529		OsDLN97, OsGeBP7, GeBP7
LOC101765532		
LOC101765554		
LOC101765561		OsZOS9-09;OsZOS9-10;OsZOS9-11;OsZOS9-12
LOC101765563		
LOC101765587		
LOC101765619		OsS40-11;OsS40-12
LOC101765622		OsFbox252, Os_F0066, OsFBX163, FBX163;OsFbox375, Os_F0062, OsFBX237, FBX237;OsFbox376, Os_F0063, OsFBX238, FBX238;OsFBX239
LOC101765623		OsFbox025, OsFbox25, Os_F0325, OsFBD5, FBD5;OsFbox189, Os_F0133, OsFBX125, FBX125, OsBRT1;OsFbox190, Os_F0204, OsFBD9, FBD9;OsFbox191, Os_F0109, OsFBD10, FBD10;OsRALyase, OsFbox090, OsFbox90, Os_F0337, OsFBO11, FBO11
LOC101765627		
LOC101765650		OsRING294
LOC101765658		OsASMT18, OsCOMT30, COMT30;OsASMT19, OsCOMT31, COMT31;OsASMT3, OsCOMT8, COMT8;OsCOMT32;ZRP4, OsASMT4, OsCOMT9, COMT9
LOC101765670		
LOC101765697		
LOC101765719		OsRING339, OsC3HC4_078, C3HC4_078;OsRING340
LOC101765736		
LOC101765741		
LOC101765742		
LOC101765765		
LOC101765795		OsZOS3-13
LOC101765798		Oschib1, chib1, PR-8, PR8, OsPR8, OsPR8b, PR8b;Oschib2;RCB4
LOC101765806		
LOC101765810		
LOC101765812		OsOFP31, OsOFP26, OFP31, OFP26, OsSTA245, Os ESD1;OsOFP7, OsOFP11
LOC101765816		
LOC101765817		OsZOS3-19
LOC101765832		OsTHI3, THI3, Osthi1, thi1, OsTHION3;Osthi4, thi4, THION4, OsTHION4;OsTHI5, Osthi5, OsTHION5, THION5, OsTHION4, THION4;OsTHI6, Osthi6, thi6, OsTHION6, THION6;OsTHI9, THI9, Osthi1, thi1, Osthi8, thi8, OsTHION9, THION9
LOC101765845		
LOC101765860		
LOC101765861		
LOC101765868		
LOC101765879		OsEnS-101
LOC101765889		OsHIPP19, OsaHIP19, HIP19;OsHIPP20, OsaHIP20, HIP20
LOC101765892		
LOC101765912		
LOC101765914		Oschib1, chib1, PR-8, PR8, OsPR8, OsPR8b, PR8b;Oschib2;RCB4
LOC101765926		
LOC101765945		OsREM0.2
LOC101765951		OsBAG5
LOC101765962		OsHIPP25, OsaHIP25, HIP25;OsHIPP26, OsaHIP26, HIP26;OsHIPP27, OsaHIP27, HIP27
LOC101765986		
LOC101765987		
LOC101766010		OsHIPP12, OsaHIP12, HIP12;OsHIPP13, OsaHIP13, HIP13;OsHIPP14, OsaHIP14, HIP14
LOC101766036		OsFbox025, OsFbox25, Os_F0325, OsFBD5, FBD5;OsFbox189, Os_F0133, OsFBX125, FBX125, OsBRT1;OsFbox190, Os_F0204, OsFBD9, FBD9;OsFbox191, Os_F0109, OsFBD10, FBD10;OsRALyase, OsFbox090, OsFbox90, Os_F0337, OsFBO11, FBO11
LOC101766062		
LOC101766093		
LOC101766103		
LOC101766107		
LOC101766129		FOS1, OsCLE202, CLE202
LOC101766140		OsRFPH2-6, OsRING47, RING47, OsC3HC4_046, C3HC4_046;OsRING324;OsRING46, RING46
LOC101766153		OsPROG1, ZOS7-02, OsZOS7-02
LOC101766174		
LOC101766203		
LOC101766209		OsSPEAR3, SPEAR3;OsSPEAR6, SPEAR6
LOC101766282		
LOC101766303		OsHIPP20, OsaHIP20, HIP20
LOC101766315		
LOC101766322		
LOC101766328		OsJRL20;OsRLCK145, OsJRL12, JRL12;OsRLCK338, OsJRL24, JRL24;OsRLCK339, OsJRL25, JRL25;OsSTA260, OsJRL21
LOC101766334		
LOC101766336		
LOC101766360		
LOC101766371		OsFBDUF31;OsFBDUF33;OsFbox292, Os_F0618, OsFBDUF30, FBDUF30;OsFbox293, Os_F0585, OsFBX186, FBX186
LOC101766388		OsSTA13
LOC101766391		OsMSL06, MSL6
LOC101766401		OsSTA138
LOC101766403		
LOC101766405		OsFbox059, OsFbox59, Os_F0692, OsFBL6, FBL6;OsFbox220, Os_F0518, OsFBX142, FBX142;OsFbox283, Os_F0368, OsFBL26, FBL26
LOC101766415		
LOC101766443		
LOC101766445		OsFbox025, OsFbox25, Os_F0325, OsFBD5, FBD5;OsFbox189, Os_F0133, OsFBX125, FBX125, OsBRT1;OsFbox190, Os_F0204, OsFBD9, FBD9;OsFbox191, Os_F0109, OsFBD10, FBD10;OsRALyase, OsFbox090, OsFbox90, Os_F0337, OsFBO11, FBO11
LOC101766446		
LOC101766459		
LOC101766478		OsZOS3-02;OsZOS5-05
LOC101766494		OsGEF3, GEF3, OsYbaK, YbaK
LOC101766525		OsOFP3, OsOFP04, OFP04, OFP4
LOC101766548		
LOC101766559		
LOC101766560		OsPROG1, ZOS7-02, OsZOS7-02
LOC101766562		
LOC101766567		
LOC101766569		
LOC101766625		OsPRP1.2;OsPRP3;PRP
LOC101766628		
